signal,prompt,n_words,meta_correctness,asr_text,asr_words_correct,asr_correctness,abs_error,note
f3766a92b8619a6cb6103796,happily oh down by the river,6,0.6666666667,I'll barely hold down by the river.,4,0.6666666666666666,3.33333360913457e-11,
6a42f119035658961bf9fa97,like the time i woke up at five a m,10,0.3,Like the time I woke up at 5 a.m.,9,0.9,0.6000000000000001,
3c4322d7972c7c01d24bc63f,well i do not want to waste my time,9,0.0,,0,0.0,0.0,
3b6af1f91e0572f28c5b4006,i have this collective within my dreams,7,0.1428571429,I have a pleasure to learn my training,3,0.42857142857142855,0.28571428567142854,
e64a6167918e804d719080ca,spin the shot glass kiss the bottle,7,0.0,Bl겠죠ense in the bathroom Monroe,1,0.14285714285714285,0.14285714285714285,
050993b7b06a8456baf9f9bb,i am so happy that you are with me,9,0.0,I have to help you to do everything,2,0.2222222222222222,0.2222222222222222,
1d279528f3da3d5a97c7dd44,records make a man into a world celebrity,8,0.5,олнalsnr,0,0.0,0.5,
4fe0620a7e6538beb6c669ef,today's the day he said to me,7,0.5714285714,Today's the day's time to meet,3,0.42857142857142855,0.14285714282857148,
f7fefd66d3d3967bdd9b5fb3,where is satan where is satan,6,0.3333333333,"Well, say who are saving?",0,0.0,0.3333333333,
5e6a2f72a5ca0c9d2052fdef,i know it is awful for me to think like that,11,0.1818181818,I know it's up for me to blink like that,7,0.6363636363636364,0.4545454545636364,
0737193dff076442535b8649,now everybody knows we have all got one of those,10,0.0,Now everybody knows we long along the roads,4,0.4,0.4,
52a3d1987e985d2a1e8dbb3c,pack all your troubles in your old kit bag,9,0.0,Alright! Alright! Alright! Alright! Andḥkykah.,0,0.0,0.0,
c0ad0ec94d631e54fe5f0d98,to find out what we are,6,0.0,F玲尋,0,0.0,0.0,
5f91d299d19d849051db0e5b,is slight of hand but full of beauty,8,0.625,"He's quite a man, but full of beauty.",4,0.5,0.125,
35608b76a19e7f813647c592,to help us all get away,6,0.0,umble,0,0.0,0.0,
ac794323a26973a4131092d0,we are building castles out of sand,7,0.0,Oh,0,0.0,0.0,
0e916afa3e426317852f3895,you kill her up by ? last night,8,0.125,joe,0,0.0,0.125,
93a8511bf0978751e7317ddc,so i signed up with uncle sam,7,1.0,So I signed up with Uncle Sam,7,1.0,0.0,
a91c7a6b7a642d3a4ca198fe,thats what they say living the good life,8,1.0,That's what they say. I give it to a good guy.,4,0.5,0.5,
e9d0701d8fb5ea951b387234,shiver now it is nothing new,6,0.5,"Shiver now, there's nothing new",4,0.6666666666666666,0.16666666666666663,
d0eacc282cc8a6b9d04f7ef5,praise for the man who stand up fighting,8,0.0,Okay.,0,0.0,0.0,
6d6f5587e67cf1379ddd2271,come on step up to the plate,7,0.5714285714,"Come on, Chef, up to the plate.",6,0.8571428571428571,0.28571428574285707,
a52acf6131756c513ab67fd6,i ain't scared of no eternity,6,0.0,I never know what's happening.,1,0.16666666666666666,0.16666666666666666,
434e83ee73723ca5b0d91e1b,there was a time i would suffer in silence,9,1.0,There was a time I would suffer in silence.,9,1.0,0.0,
e534ef3e740ef7424d98d94f,its like we are playing at life,7,0.4285714286,It's like what playing can I?,2,0.2857142857142857,0.14285714288571433,
562528159ff858a00d036dfe,i do not want to i am not going to,10,0.0,I'm gonna wash my clothes.,0,0.0,0.0,
5f3d8656116d352b09638052,i want some like right now,6,0.3333333333,I'm gonna stay like this until the right time,2,0.3333333333333333,3.33333360913457e-11,
028e1a06507fc70481a40bb7,it fills me up as i embrace it,8,0.25,You,0,0.0,0.25,
ea90898bc338b921e74c7ea6,daring at her heart she is gone and swiped my heart,11,0.7272727273,"Daring at her heart, she's gone and swiped my heart.",9,0.8181818181818182,0.0909090908818182,
bb397d4f52a0868e1ecd6874,come on all you workers and sing along with me,10,1.0,"I'm coming all you workers, a single law is...",3,0.3,0.7,
e5c75e16e9bf6d0de759397e,insanity yeah i have tried my best to keep my mind,11,0.0909090909,,0,0.0,0.0909090909,
b804981fd16e96fc3cd7d36f,waking in a field before the yard,7,0.1428571429,We can in the field before the art.,4,0.5714285714285714,0.4285714285285714,
956363b5f2480a6909e5db2a,your body is a temple yeah right,7,1.0,Your body is a temple Yeah right,7,1.0,0.0,
4055e68a34213d92df350a44,ain't this the best of everyday,6,0.8333333333,And this is the best part of the day!,4,0.6666666666666666,0.1666666666333334,
c1007506bd466b52783f6c92,and the view is for free,6,0.1666666667,That what new year is this year,1,0.16666666666666666,3.33333360913457e-11,
4dc0dbffd0a46d1352ee1fec,trying to bike to the marina,6,0.1666666667,foundation,0,0.0,0.1666666667,
ba31675c19ba88edf6b70f48,see the girl by the sycamore tree,7,0.0,I'm gonna sing with you,0,0.0,0.0,
08f53383442e396203b3a318,your new love should bring you tears,7,0.0,,0,0.0,0.0,
7052b7335d75d26757bccf68,make it a great song,5,0.2,Negative breaks on,0,0.0,0.2,
27271ab5cb4d1697ffeac1c1,come slowly to see what we are looking at,9,0.3333333333,.,0,0.0,0.3333333333,
fc9980dc418c2dfc0190d163,i am amazing i am unique,6,0.5,I am amazing and unique,4,0.6666666666666666,0.16666666666666663,
0ec4b501c7fd88a76ade99d3,well a man he turned to look,7,0.5714285714,"Well, I'm out. It's up to no.",2,0.2857142857142857,0.28571428568571433,
4707aa90c50f09c4b1ea4651,with a man who discovered that his head was not his,11,0.6363636364,With a man who discovered that his head was on him,9,0.8181818181818182,0.1818181817818182,
e20a2428e0657376de805ab7,i never told you i would stand by your side,10,0.5,TOTAL,0,0.0,0.5,
2a591ed6baade0cb03adc94a,we all know with time,5,0.4,a football and swimming live,0,0.0,0.4,
5897208e0d3f385a07d04ec7,oh do you know me,5,0.4,Wisdom,0,0.0,0.4,
c54a47bd8cefa2c5341fe547,forcing never to be seized,5,0.0,So,0,0.0,0.0,
d90e42c7092d6d2eb1aa59ed,should have known with him,5,0.8,I should have known with him.,5,1.0,0.19999999999999996,
eead250c61e8a51e428e2035,you got me on my knees again,7,0.5714285714,You've gotten all of my needs again,2,0.2857142857142857,0.28571428568571433,
c5f40b9c7da27a16d0787a73,it is no big deal it is easy,8,1.0,"It's no big deal, it's easy.",4,0.5,0.5,
a2c9da048dc945557c830a61,going to get bored enough to bore ya,8,0.375,Couldn't get bored enough to ball ya,5,0.625,0.25,
59e6c3af9ce8b5725fbc56c5,we can drink away false sorrows,6,0.8333333333,We can't trick away from sorrow,2,0.3333333333333333,0.4999999999666667,
0633b58b1b5e337b98da3358,looks like you drank too much e s q,9,0.2222222222,"doc, you trying to膜 C'MON, vas",1,0.1111111111111111,0.11111111108888891,
6a74e7f2638ec1688c88f5b2,do not be hanging around my friend,7,0.7142857143,,0,0.0,0.7142857143,
6a563643c7978ed55f6be07b,and you had rather be sleeping,6,0.8333333333,And you'd rather be asleep then,3,0.5,0.33333333330000003,
46ab10ee5dfe9bbafd2c58c4,you know they do not care that you do not care,11,0.7272727273,"You know I've been on care. Hey, you don't care.",5,0.45454545454545453,0.2727272727545455,
a02cf5e1702a9af5f41fb9fe,and get some drinks for the bar,7,0.1428571429,And get some dreams for the pie,5,0.7142857142857143,0.5714285713857143,
437b71ba05fa4b9d24bf3f5d,why is it not working it should be working,9,0.2222222222,artery will see,0,0.0,0.2222222222,
37b25afb9f54f1cc1f2af4bf,you cant hold down something thats meant to move,9,0.0,and nigga,0,0.0,0.0,
6de7b387ad271df1e297fb4d,but i know that you do,6,0.8333333333,But I know that you do.,6,1.0,0.16666666669999997,
72250ac600c40a668cbbf0cc,this has a sticking plaster for your broken bones,9,0.2222222222,to serve as sticking past the只是 Phil you broken families Oooh,2,0.2222222222222222,2.2222196305321518e-11,
15c7d5a9c7df3841aadd2c93,and i see the way to,6,0.3333333333,Most people just thought about it. And you are the only nation who is the un continues their vice for French. To be continued!,3,0.5,0.16666666670000002,
f0931ed4ec054981bb47f575,they can see what is behind your eyes,8,1.0,They can see what's behind your eyes.,6,0.75,0.25,
c8ed399ae9aa5826d3fee8b2,if we do not make it out,7,1.0,If we'd all make it out of...,4,0.5714285714285714,0.4285714285714286,
f8263e4d6fc9d51dbdc10342,you have no fears at all,6,0.6666666667,,0,0.0,0.6666666667,
17c987095514eb433b7ed873,between you and me i have a gorgeous body,9,0.0,That will show up..,0,0.0,0.0,
c411d3add8ce6a9cf5604d76,obscured by the dots that he is composed of,9,0.5555555556,I'm scared by the dust that years composed of hearts.,5,0.5555555555555556,4.4444448121794267e-11,
3a8d4e650308757f9808447d,magic magic make me up high,6,0.6666666667,"Magic, magic, make me a pie.",4,0.6666666666666666,3.33333360913457e-11,
dcdc5c84fd9c91ed5b675c9e,and promised him i had smoke myself to death,9,0.5555555556,"And from a key mind, move myself today",2,0.2222222222222222,0.3333333333777778,
9dca809dd0e5d742e51a77fc,put a horse in the senate,6,0.8333333333,We don't want to miss anything,0,0.0,0.8333333333,
f45afb28b972a4323efd7ec2,six from now to then,5,0.0,,0,0.0,0.0,
d65bd43511b3a31de7e1c772,you can be my eyes,5,0.0,Have been Retro Marine Super Junior,0,0.0,0.0,
e15b2db4bdcfd99800c25d22,half dead smoke in that direction,6,0.0,"Yesterday, the SENOUS was the first to want to come to the studio. That was the reason theло h Gespr oluş companyเส音乐",1,0.16666666666666666,0.16666666666666666,
f55c919aaea7c9c666895160,they approach one another they do not realised the danger,10,0.5,🎵,0,0.0,0.5,
2bca0e448cac43c821dfc8b4,but i do not care because i am a radical,10,1.0,But I don't care cause I'm a radical,5,0.5,0.5,
658e138b4b0a597c399108c0,and when i go to sleep,6,1.0,And when I go to bed,5,0.8333333333333334,0.16666666666666663,
4eef138e936757570dd9c78c,thursday seven o clock where am i going to go,10,0.8,"Thursday 7 o'clock, where am I gonna go?",5,0.5,0.30000000000000004,
127ebd23937b5136cd62690a,you make me act like other people do forgive me,10,0.3,"You make me act like a love, people do forgive me.",9,0.9,0.6000000000000001,
126d0812aaf032bbe438c0dc,it is up to the eyes,6,1.0,It is up to the eyes.,6,1.0,0.0,
6326324e6cd773c57e02ae7a,hey baby i am riding the wave,7,0.4285714286,,0,0.0,0.4285714286,
dc80dd5fadbde0fd711e3794,my reality is turning to the shape of you,9,0.0,i,0,0.0,0.0,
943df45c6d965ddddcb030f0,not only for your songs and kiss simply because,9,0.6666666667,"Not only for your salt, kiss, but simply because...",7,0.7777777777777778,0.11111111107777782,
0fd3979b927812174864d759,curse away the light i remember you,7,1.0,Curse away the light. I remember you.,7,1.0,0.0,
647832cdf7dd3c12c7e1b3b8,mary used to love a sailor,6,0.1666666667,"Mary you too, love her here. Peecah Rindra",2,0.3333333333333333,0.16666666663333332,
2d2a04846ac3f8c0f08ec854,and the sun never shines,5,0.0,The,1,0.2,0.2,
46954092ad3f4c80209bb62b,we were called and we would not come back,9,1.0,We were called and we would not come back.,9,1.0,0.0,
bc022228dc82869e1839932e,on the dried out river bed,6,0.5,All the dry head out river bed,4,0.6666666666666666,0.16666666666666663,
f6faa2db85969bb6dbf9db12,it is time to relearn same as yours,8,0.25,We got us!,0,0.0,0.25,
e39762e82a801a7d1bca869e,daddy will always be here,5,0.6,"Daddy, we'll always have you.",2,0.4,0.19999999999999996,
70fa458ca25680e3efa25014,they tell me boy you are never having fun,9,0.1111111111,most,0,0.0,0.1111111111,
5bb70273fc39fcff59f8bf3c,writing love songs for my own heart,7,0.1428571429,dude,0,0.0,0.1428571429,
897525817a37659a46fb3cb6,our town a strange place to dream in,8,0.0,5,0,0.0,0.0,
258031510511001b0d5f87e8,the constant activity of separateness,5,0.6,The top of the activity of jiwar has us,3,0.6,0.0,
d3491bbf080778fa985fe0f4,singing the same old protest songs,6,0.3333333333,Sing in these same old protest songs,4,0.6666666666666666,0.33333333336666665,
9a15e4cd651321e961a4a130,little pond laughing there is water in the tire swing,10,0.7,"Little part-lap thing, yeah. Or a water in the tire suing you.",5,0.5,0.19999999999999996,
b3c4dcbb0ed6f9ffa6222838,if there is news we have already begun,8,0.5,so,0,0.0,0.5,
cc2b13fe59c87fb5ca9867e9,and you above all i have tried to please,9,0.2222222222,Coz bacon,0,0.0,0.2222222222,
8d681adb9033544eaeac1a46,we will be lonesome by the looks of it,9,1.0,We'll be long soon by the looks of it.,6,0.6666666666666666,0.33333333333333337,
6f705df7c44aa33e3b0f9fd5,no i am not going to leave easily,8,0.0,No one has done it. No one has done it. No one has done it.,1,0.125,0.125,
b11bdc54045d1e439d853bab,oh to have never known shame,6,0.1666666667,,0,0.0,0.1666666667,
ebe2e0792663075d0ac437a7,it seems so very simple to escape,7,1.0,It seems all very simple to escape.,6,0.8571428571428571,0.1428571428571429,
57b3a58387580d8f8879692c,going to get bored enough to bore ya,8,0.25,To the get bored enough to follow ya,6,0.75,0.5,
06228a451b97a857ed66efca,hey baby i am riding the wave,7,0.5714285714,,0,0.0,0.5714285714,
f76092c815643a0f8a95b0d4,curse away the light i remember you,7,0.8571428571,come pathway damn night I've been under you,1,0.14285714285714285,0.7142857142428571,
6e3f63298361faa6d484076a,we all know with time,5,0.6,We don't know if I remember.,2,0.4,0.19999999999999996,
595a9b423665878ca61af182,we can drink away false sorrows,6,0.5,NCT Regina 4,0,0.0,0.5,
4ff001eefc04f4ead96aee84,you got me on my knees again,7,1.0,You got me on my knees again,7,1.0,0.0,
cf2b5d7aa99951ada4c4d571,should have known with him,5,0.2,Who have no...,1,0.2,0.0,
ff91540090cf6424c77a436a,our town a strange place to dream in,8,0.0,"Honestly, I did not die. Who I am to, Cafes عن delκε, Lundsprunmiyor Leica Mervie...! ...",1,0.125,0.125,
7739b4f11223527bd4f657a2,it is no big deal it is easy,8,0.0,It's no big deal. It's easy.,4,0.5,0.5,
1a9d80c04c7232fad194fb33,oh do you know me,5,0.0,all,0,0.0,0.0,
649de409924b2c2dc0d352d7,no i am not going to leave easily,8,0.0,Hur-obi,0,0.0,0.0,
83d8b1b3d3864d0db544fc38,it is time to relearn same as yours,8,0.0,Não sabe nada de stripped de casa,0,0.0,0.0,
763aad0ec39d6ccf7d667207,put a horse in the senate,6,0.0,"We don't��ille nothing yet. So we don't wait until the days come out. And so we can now show an IVP control, of the voting roll up � for the ledgered finals and sets them.",1,0.16666666666666666,0.16666666666666666,
9f04c9a1ce102ad10f1ac4b3,why is it not working it should be working,9,0.0,the,0,0.0,0.0,
b4a538b7328dde95f2f45775,not only for your songs and kiss simply because,9,0.3333333333,"Not only for yourself, but for yourself.",3,0.3333333333333333,3.33333360913457e-11,
6623b70ae7f5e27684f1dc2f,trying to bike to the marina,6,0.0,gonna submit a veterinary,0,0.0,0.0,
fd914079fb55b832f398034a,i want some like right now,6,0.3333333333,"I wanna say like, what's your style right now?",4,0.6666666666666666,0.33333333336666665,
8ac34e99ff4c1ef2e34d77b0,the constant activity of separateness,5,0.4,"This is positive activity, I'm stuck with this!",1,0.2,0.2,
d6d76b9a45a5ff064fe50755,your new love should bring you tears,7,0.0,**d,0,0.0,0.0,
71274af5eae7ecd28cddebc5,insanity yeah i have tried my best to keep my mind,11,0.0,,0,0.0,0.0,
af9fefee170fb9691633bf05,on the dried out river bed,6,0.0,All the dry hair I'll deliver there,1,0.16666666666666666,0.16666666666666666,
28d24ce003f66880c14da41f,see the girl by the sycamore tree,7,0.0,對對 Ada,0,0.0,0.0,
9d8c60c275028e55f23c980e,oh to have never known shame,6,0.5,Two minutes remaining,0,0.0,0.5,
b5a4e49c328f38c0e791bffd,i never told you i would stand by your side,10,0.8,I never told you I would say it by your side.,9,0.9,0.09999999999999998,
111780f832dd5717fe4bfd61,and promised him i had smoke myself to death,9,0.6666666667,And promise you might move myself today.,2,0.2222222222222222,0.44444444447777776,
78553afac81cfe94544f1870,but i do not care because i am a radical,10,0.9,But I don't care because I'm a radical,6,0.6,0.30000000000000004,
c73a7c7e13c86d65b29aeae3,you can be my eyes,5,0.0,Did you find it out?,1,0.2,0.2,
4282f378336f119d530d0bb7,and i see the way to,6,0.0,and uh,1,0.16666666666666666,0.16666666666666666,
cd685457483369c58dc3c01b,but i know that you do,6,0.5,,0,0.0,0.5,
a22fbd065a4382342d13b350,they tell me boy you are never having fun,9,0.0,,0,0.0,0.0,
f43cb1a3cab3ba74f0d5025e,it seems so very simple to escape,7,0.7142857143,It seems very simple to escape.,6,0.8571428571428571,0.1428571428428571,
2f288d43306742c620010f75,you have no fears at all,6,0.0,It's our anniversary Ch pain Royal attended by harley ordained Jewish died during the Bush Information that son of Elizabeth Church of celery,0,0.0,0.0,
368c4cbc4d2743ce9cdba42d,half dead smoke in that direction,6,0.0,อก,0,0.0,0.0,
cf920c6ff37e5287d2661fca,singing the same old protest songs,6,0.8333333333,Sing in these same old protest songs,4,0.6666666666666666,0.1666666666333334,
a0e3d12e08b98b195d11f0d6,and the view is for free,6,0.0,I am pets каждур,0,0.0,0.0,
6aa07d9ff01e5ec15d2b070c,six from now to then,5,0.0,The,0,0.0,0.0,
957a6e0287a2a406f14a3220,come slowly to see what we are looking at,9,0.0,music Ada,0,0.0,0.0,
27196a736f90d0bd276039fc,magic magic make me up high,6,0.6666666667,"Magic, magic, make me a pie",4,0.6666666666666666,3.33333360913457e-11,
403b8a7430e1ac3ea20fba43,we were called and we would not come back,9,0.5555555556,We were part of the world that come back.,4,0.4444444444444444,0.11111111115555561,
e32595b3a73bcad42e2fa125,obscured by the dots that he is composed of,9,0.5555555556,I'm scared by the dust that years composed of fun.,5,0.5555555555555556,4.4444448121794267e-11,
af869ed3c5d8977570c38a4c,writing love songs for my own heart,7,0.7142857143,"Riding dogs, dogs, or my own, or my own.",2,0.2857142857142857,0.4285714285857143,
dedaa304e1e8b6a691b20902,daring at her heart she is gone and swiped my heart,11,0.4545454545,"Daring at her heart, she's gone and swiped my heart.",9,0.8181818181818182,0.36363636368181823,
0e55eeaad37f3fbf485128b9,and the sun never shines,5,0.0,aconteceu,0,0.0,0.0,
b1afe67a03983476fc38c627,and you above all i have tried to please,9,0.8888888889,"And you, a blue fall of truth, please",3,0.3333333333333333,0.5555555555666667,
b551fda67651528b31a7197f,daddy will always be here,5,1.0,"Daddy, we'll always hide here.",3,0.6,0.4,
936bb18c44a2ccc6cdc05784,between you and me i have a gorgeous body,9,0.0,Dick and Justin,1,0.1111111111111111,0.1111111111111111,
011c79b42f0046d75a1f4df9,my reality is turning to the shape of you,9,0.8888888889,my logs w Stir between to shape please,3,0.3333333333333333,0.5555555555666667,
9045cba0fbd4988d21beac82,this has a sticking plaster for your broken bones,9,0.0,The Deutschland,0,0.0,0.0,
cfde5f95f00b18e43fdd6d39,and when i go to sleep,6,1.0,And when I go to sleep,6,1.0,0.0,
c5eed66e86bd0816dbf28343,thursday seven o clock where am i going to go,10,1.0,"Thursday 7 o'clock, where am I going?",5,0.5,0.5,
2a8ccb7ad4841bdba9cbb179,little pond laughing there is water in the tire swing,10,0.0,,0,0.0,0.0,
7b5523e9294ba9ddfd209a95,if there is news we have already begun,8,0.5,This is the new we have already begun.,5,0.625,0.125,
c82875eb43bd6ba880f2d3e2,and you had rather be sleeping,6,0.8333333333,And you'd rather be sleeping,4,0.6666666666666666,0.1666666666333334,
b0a6d66cc004fabd4ce38a28,your body is a temple yeah right,7,1.0,"Your body is a temple Yeah, right",7,1.0,0.0,
4e02392ed3b45eeb432638aa,forcing never to be seized,5,0.0,literature hey oh,0,0.0,0.0,
2e48c72e732dfbb750b4f403,come on all you workers and sing along with me,10,0.7,I'm coming all you workers to sing along with you,6,0.6,0.09999999999999998,
ff8fd3df5c5eb33f963858df,you know they do not care that you do not care,11,0.9090909091,You know the pain I'm care Hey you don't care,5,0.45454545454545453,0.4545454545545455,
8e372bc1118caa248aa43170,waking in a field before the yard,7,0.2857142857,We can in the field of 40 hours.,3,0.42857142857142855,0.14285714287142853,
86844c0a5154e70d42d09b6c,i am amazing i am unique,6,0.6666666667,,0,0.0,0.6666666667,
c71791f74362c708f6633f24,it fills me up as i embrace it,8,0.0,,0,0.0,0.0,
e9421ea37ed72204908564ed,with a man who discovered that his head was not his,11,0.6363636364,With a man who discovered that his cave was a cave,8,0.7272727272727273,0.09090909087272725,
ea26f9457038ded83ae50aba,do not be hanging around my friend,7,0.8571428571,I'll be hanging around with my friends,4,0.5714285714285714,0.28571428567142865,
1f939d86c88ad4db065c1b1e,and get some drinks for the bar,7,0.0,,0,0.0,0.0,
9fbdf0c1fdd5041bdccc26cb,looks like you drank too much e s q,9,0.6666666667,"now suck you, dreams too much ESKII",3,0.3333333333333333,0.33333333336666665,
a754269db10b67bd188fd04f,they can see what is behind your eyes,8,0.0,"A baked sweetheart, I am y'all",0,0.0,0.0,
b908ccead7bfd41a0002d81f,make it a great song,5,0.2,Make it a great song.,5,1.0,0.8,
4f1bc872529d5001a1b53c31,you cant hold down something thats meant to move,9,0.2222222222,It can't hold up something this makes a move.,3,0.3333333333333333,0.1111111111333333,
7fe3ac4c593a40c82556f1f4,we will be lonesome by the looks of it,9,0.4444444444,We'll be lost by the looks of it.,6,0.6666666666666666,0.2222222222666666,
59589defec32b77ad55bcaa8,ain't this the best of everyday,6,0.0,INVEZ A FAJOR INDEATH,0,0.0,0.0,
d947b60897554c63aec36ff1,well a man he turned to look,7,0.8571428571,"Well, a man, he comes to a note.",5,0.7142857142857143,0.14285714281428574,
ace63ecc7b6fd3307ec082d5,it is up to the eyes,6,1.0,It is up to the eyes.,6,1.0,0.0,
eb7aad3002ef7a292b1decb2,mary used to love a sailor,6,0.0,Mary used to love a tailor.,5,0.8333333333333334,0.8333333333333334,
52099fad0b912e2464682598,you make me act like other people do forgive me,10,0.7,"You make me act like a love, people do forgive me.",9,0.9,0.20000000000000007,
9ad6615de7fb375cf554dd18,they approach one another they do not realised the danger,10,0.7,It'll be French whatever food They don't realise that this is holy-,1,0.1,0.6,
86a4c7b6ba662459db6363f8,if we do not make it out,7,1.0,If we don't make it out of...,5,0.7142857142857143,0.2857142857142857,
3968ff61021b9d4c321013a2,between you and me i have a gorgeous body,9,0.0,I remember sewing this on hand here without?,1,0.1111111111111111,0.1111111111111111,
c2cb068103fe86067cacd822,you cant hold down something thats meant to move,9,0.1111111111,I gotta manage on my game. This weekend it was the studying hard die process from theulu.,0,0.0,0.1111111111,
93039c23bd8818153420ae80,put a horse in the senate,6,0.5,Pffso,0,0.0,0.5,
07f022a0e9e9ff47492a381d,no i am not going to leave easily,8,0.0,Inferno,0,0.0,0.0,
c38bb0539b65c3ec99ad4d55,trying to bike to the marina,6,0.1666666667,Can I back to the marina?,3,0.5,0.33333333330000003,
3cd0fc93dd3e767cbc34ceff,writing love songs for my own heart,7,1.0,writing love songs for my own heart,7,1.0,0.0,
7b01bab551ae1d5b95fd75e6,waking in a field before the yard,7,0.2857142857,We can in the field before the hour.,4,0.5714285714285714,0.2857142857285714,
3e6ee895baf7a6bf2055617a,on the dried out river bed,6,1.0,All the dry head out in the river bed.,4,0.6666666666666666,0.33333333333333337,
f60eec810bc288c3e1dc08da,oh to have never known shame,6,0.0,Oh,1,0.16666666666666666,0.16666666666666666,
20fac2612c545ad64210639d,ain't this the best of everyday,6,0.0,I'm in the back of the heart. I'm in the back of the heart.,2,0.3333333333333333,0.3333333333333333,
d1afcc5af9a466cef7d629ae,daring at her heart she is gone and swiped my heart,11,0.8181818182,"Daring at her art, she's gone and swiped my heart.",8,0.7272727272727273,0.09090909092727273,
183e81932055268efb217d36,they can see what is behind your eyes,8,0.75,They could see what's behind your eyes.,5,0.625,0.125,
079ba0beef8bdd13536051ac,magic magic make me up high,6,0.6666666667,Magic magic make me a pie,4,0.6666666666666666,3.33333360913457e-11,
9398415275c52ce2f5a7a20e,come on all you workers and sing along with me,10,0.9,"Coming all you workers, this thing alone with me",5,0.5,0.4,
7f21e6c8129140a26b7b3c17,but i know that you do,6,1.0,But I know that you do,6,1.0,0.0,
0c1a634f5a4370eefa9687e8,daddy will always be here,5,0.2,,0,0.0,0.2,
2e53ffa522349eba6281ef82,your body is a temple yeah right,7,1.0,Your body is a temple Yeah right,7,1.0,0.0,
aac6fee0314cda14f1b16e95,i am amazing i am unique,6,0.6666666667,scene.,0,0.0,0.6666666667,
1e30843305a24416f15415e3,six from now to then,5,0.2,,0,0.0,0.2,
63f2b961d64473cd300a157d,if there is news we have already begun,8,0.625,"It's them, new, we have already begun.",4,0.5,0.125,
97b501ac22e90a5fded0fb50,and you above all i have tried to please,9,0.3333333333,and,1,0.1111111111111111,0.22222222218888887,
a5f6d28946b2daabd38edecb,singing the same old protest songs,6,0.8333333333,Sing in the same old protest song,4,0.6666666666666666,0.1666666666333334,
945d61deb627dda09b7cddcb,but i do not care because i am a radical,10,0.9,But I don't care because I'm a radical,6,0.6,0.30000000000000004,
be06ec1c3cdfb7d388e85c35,and the view is for free,6,1.0,And the view is different.,4,0.6666666666666666,0.33333333333333337,
7ec68d6d7db720c14201cf9a,it fills me up as i embrace it,8,0.5,,0,0.0,0.5,
6760a67d55e364f0dc73896d,your new love should bring you tears,7,1.0,You're new love should bring you tears,6,0.8571428571428571,0.1428571428571429,
e23ee60514db043943cc2827,oh do you know me,5,0.2,====,0,0.0,0.2,
7c49f4a5de980073f924ac3c,see the girl by the sycamore tree,7,0.0,Woo.,0,0.0,0.0,
c256f25369a572ab22852acc,my reality is turning to the shape of you,9,0.4444444444,I recall the people messing into sheath problemurn,1,0.1111111111111111,0.3333333332888889,
36b1b9564307a4856e64a391,it is time to relearn same as yours,8,0.375,Time to learn the same as yours.,5,0.625,0.25,
b831da1f229d128b2d7e1a1f,little pond laughing there is water in the tire swing,10,0.5,The Little Pad left the guess that we are wet is PP owner P.O.L.T.? P inclu's,3,0.3,0.2,
57ec6baea708b4b3b705921f,thursday seven o clock where am i going to go,10,0.8,"Thursday 7 o'clock, where am I going?",5,0.5,0.30000000000000004,
55beda8d91b7a93b94ffbecd,and get some drinks for the bar,7,0.7142857143,Come to achieve the Garden of God.,1,0.14285714285714285,0.5714285714428571,
1bc3f29b5fd225a10c89d961,i want some like right now,6,0.3333333333,I'm gonna stay like this until the right time,2,0.3333333333333333,3.33333360913457e-11,
180eeeb3f2a6f22e25b898af,make it a great song,5,1.0,Make it a great song.,5,1.0,0.0,
2b37b69ca32171fa6b630aa5,mary used to love a sailor,6,0.3333333333,the,0,0.0,0.3333333333,
957dfcffe360cf9bef809e55,i never told you i would stand by your side,10,1.0,I never told you I would stand by your side,10,1.0,0.0,
86b5d4517c562e5e536642b4,do not be hanging around my friend,7,0.7142857143,No.,0,0.0,0.7142857143,
58ae5fce79341ef3ab8259c6,and promised him i had smoke myself to death,9,0.6666666667,And some of you might know my love again,1,0.1111111111111111,0.5555555555888889,
06d4c66e72ea782ab22c1e5c,if we do not make it out,7,0.8571428571,It's where I'll make it out of...,3,0.42857142857142855,0.4285714285285715,
64c35359be2057f50f423f0e,come slowly to see what we are looking at,9,0.8888888889,Come slowly to see my world like in you,4,0.4444444444444444,0.44444444445555553,
86bcb4e0c670dec504884ca1,and the sun never shines,5,0.0,Top 3,0,0.0,0.0,
1b69374120c10e58c695b76e,we can drink away false sorrows,6,0.8333333333,We can drink away once our own.,4,0.6666666666666666,0.1666666666333334,
6aa13c4f9a30c3368e51e7ac,why is it not working it should be working,9,0.0,Adoptio,0,0.0,0.0,
9f58926d532d17f2b8b933a2,going to get bored enough to bore ya,8,0.375,To get bored enough to bow ya,6,0.75,0.375,
a32dbd65c9a55110e0050348,it is no big deal it is easy,8,0.375,It's no big deal to me.,3,0.375,0.0,
c0a3579bb42c5476ed35ac9c,forcing never to be seized,5,0.0,Of course it never took me so long.,1,0.2,0.2,
0c9547a40207334ac56beb62,they approach one another they do not realised the danger,10,0.9,,0,0.0,0.9,
e35b7cc5dacfde42fbe0aa35,we will be lonesome by the looks of it,9,0.5555555556,We'll be long soon by the lox of it.,5,0.5555555555555556,4.4444448121794267e-11,
cf8f0ccfbcc25dc29e677938,you got me on my knees again,7,1.0,. . . . . .,0,0.0,1.0,
